log_id,date,equipment_id,equipment_type,fault_reported,root_cause,action_taken,downtime_hours,spare_parts_used,engineer_id,outcome,follow_up_date
LOG-2026-0067,2026-04-07,RM-001,Rolling Mill,Hydraulic gap control cylinder leaking,Seal degradation in main gap cylinder due to high-temperature exposure,Depressurise hydraulic circuit; Remove cylinder assembly; Replace primary and secondary seals; Reassemble and bleed circuit; Test gap control response; Resume production,11.9,"Hydraulic cylinder seal kit, O-ring set (Viton), Hydraulic fluid ISO VG68 (20L)",ENG-112,RESOLVED,2026-06-07
LOG-2026-0068,2026-04-08,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,9.4,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-110,RESOLVED,2026-07-07
LOG-2026-0069,2026-04-08,CV-001,Conveyor System,Conveyor belt tracking off-centre by 50 mm,Misaligned return idler bracket allowing belt drift under load,Stop conveyor; Realign return idlers using belt tracking tool; Adjust take-up tension; Run empty for 15 minutes to verify tracking; Resume loaded operation,2.7,"Return idler roller (Ø127 mm), Tracking frame bracket, Belt tension gauge",ENG-112,RESOLVED,2026-05-29
LOG-2026-0070,2026-04-09,BF-002,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,30.3,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-113,RESOLVED,2026-06-08
LOG-2026-0071,2026-04-09,HS-001,Hydraulic System,Accumulator pre-charge pressure loss,Bladder rupture in nitrogen accumulator due to fatigue cycling,Depressurise system; Remove accumulator; Replace bladder element; Recharge with nitrogen to specified pressure; Reinstall and test pressure holding over 24 hours,4.3,"Accumulator bladder (10L capacity), Nitrogen gas cylinder, Pressure test gauge",ENG-101,RESOLVED,2026-06-02
LOG-2026-0072,2026-04-13,EAF-001,Electric Arc Furnace,Electrode arm vibration above 4.5 mm/s during melting phase,Electrode holder clamp loosening due to thermal cycling fatigue,Reduce power input; Inspect electrode holder clamps; Retorque clamp bolts to specification; Replace damaged spring washers; Resume power ramp-up gradually,7.9,"Electrode clamp bolt set (Grade 10.9), Spring washer pack, Anti-seize compound",ENG-105,RESOLVED,2026-05-25
LOG-2026-0073,2026-04-13,BF-002,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,24.0,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-113,RESOLVED,2026-06-17
LOG-2026-0074,2026-04-14,BF-002,Blast Furnace,Hot blast stove dome temperature irregularity,Refractory lining deterioration in stove dome causing heat loss,Switch to standby stove; Cool affected stove to safe temperature; Inspect refractory integrity with IR camera; Patch damaged refractory sections; Cure refractory for 48 hours; Restart stove on low firing,54.7,"High alumina refractory bricks, Refractory mortar, Ceramic fibre blanket",ENG-112,MONITORING,2026-04-22
LOG-2026-0075,2026-04-15,BF-001,Blast Furnace,Cooling water leak detected at furnace belly region,Corrosion-induced pinhole leak in cooling stave pipe,Reduce furnace load; Isolate leaking stave segment; Apply emergency clamp repair; Schedule permanent stave replacement during next planned outage; Monitor water loss rate,10.4,"Emergency pipe clamp, Cooling stave segment, Gasket set, Corrosion inhibitor",ENG-109,MONITORING,2026-04-24
LOG-2026-0076,2026-04-15,HS-001,Hydraulic System,Hydraulic pump pressure dropping below 180 bar threshold,Internal gear wear in axial piston pump reducing volumetric efficiency,Switch to standby pump; Disassemble primary pump; Measure gear tooth wear; Replace piston barrel assembly; Reassemble and test at rated pressure; Monitor for 4 hours,8.8,"Axial piston barrel assembly, Pump shaft seal kit, Hydraulic filter element",ENG-108,RESOLVED,2026-06-28
LOG-2026-0077,2026-04-16,CP-001,Compressor,Abnormal knocking noise from compressor crankcase,Connecting rod big-end bearing wear exceeding 0.15 mm clearance,Emergency shutdown; Drain crankcase oil; Remove crankcase cover; Measure bearing clearances; Replace con-rod bearing shells; Refill oil; Run-in at no load for 1 hour,17.3,"Con-rod bearing shell set, Crankcase gasket, Compressor oil SAE 30 (40L)",ENG-115,MONITORING,2026-04-29
LOG-2026-0078,2026-04-16,EAF-001,Electric Arc Furnace,Excessive dust emission from furnace roof during charging,Canopy hood extraction fan motor failure reducing suction,Suspend charging; Inspect extraction fan motor; Replace burned motor winding; Balance fan impeller; Restart extraction system; Verify negative pressure in canopy,6.2,"Fan motor (75 kW, 4-pole), V-belt set, Impeller balance weight set",ENG-114,RESOLVED,2026-05-19
LOG-2026-0079,2026-04-17,CC-001,Continuous Caster,Tundish nozzle clogging during long sequence casting,Alumina inclusion build-up on nozzle inner wall from high-aluminium steel grade,Switch to standby tundish; Remove clogged nozzle; Clean with oxygen lancing; Replace with argon-purged nozzle; Adjust steel composition to reduce alumina formation,10.4,"Submerged entry nozzle (zirconia-graphite), Argon purge plug, Tundish lining patch",ENG-112,RESOLVED,2026-06-12
LOG-2026-0080,2026-04-18,RM-001,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,17.0,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-114,RESOLVED,2026-07-17
LOG-2026-0081,2026-04-23,RM-002,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,4.3,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-105,MONITORING,2026-05-01
LOG-2026-0082,2026-04-27,BF-001,Blast Furnace,Charging skip hoist motor tripping on overcurrent,Worn skip wheel bearings increasing mechanical load beyond motor rating,Lock out skip hoist; Inspect skip wheels and track; Replace worn wheel bearings; Lubricate track; Test motor current draw under load; Return to service,13.5,"Skip wheel bearing (pair), Track lubricant cartridge, Motor contactor",ENG-112,RESOLVED,2026-06-12
LOG-2026-0083,2026-04-28,CV-001,Conveyor System,Belt splice failure — belt torn at vulcanised joint,Fatigue failure of vulcanised splice after exceeding design life cycles,Emergency stop; Secure belt ends; Cut damaged section; Prepare new splice with vulcanising press; Cure for specified time; Tension belt and test,17.3,"Splice rubber sheet, Vulcanising press consumable kit, Belt clamp set",ENG-104,RESOLVED,2026-06-25
LOG-2026-0084,2026-04-29,RM-002,Rolling Mill,Strip thickness variation exceeding ±0.05 mm tolerance,Work roll crown profile worn unevenly after extended campaign,Remove work rolls; Measure crown profile with profilometer; Re-grind rolls to target crown; Re-install and calibrate AGC system; Run test strip and verify thickness,8.0,None required (roll grinding consumables),ENG-113,RESOLVED,2026-06-20
LOG-2026-0085,2026-05-01,BF-001,Blast Furnace,Abnormal tuyere temperature spike above 1450°C,Tuyere nose erosion allowing direct contact with hot metal,Isolate affected tuyere; Reduce blast volume by 15%; Cool tuyere with emergency water injection; Replace tuyere nose assembly; Resume normal blast after thermal stabilisation,17.6,"Tuyere nose assembly, Copper cooling coil, Refractory patch kit",ENG-109,MONITORING,2026-05-05
LOG-2026-0086,2026-05-02,CC-001,Continuous Caster,Strand misalignment detected — slab edge cracking,Segment roll bearing failure causing strand guide misalignment,Stop casting on affected strand; Realign segment rolls using laser tracker; Replace failed bearing; Verify roll gap settings; Resume casting with close monitoring,13.3,"Segment roll bearing (NTN 23232), Alignment target set, Roll gap gauge",ENG-107,MONITORING,2026-05-06
LOG-2026-0087,2026-05-02,HS-001,Hydraulic System,Hydraulic pump pressure dropping below 180 bar threshold,Internal gear wear in axial piston pump reducing volumetric efficiency,Switch to standby pump; Disassemble primary pump; Measure gear tooth wear; Replace piston barrel assembly; Reassemble and test at rated pressure; Monitor for 4 hours,17.1,"Axial piston barrel assembly, Pump shaft seal kit, Hydraulic filter element",ENG-103,RESOLVED,2026-07-31
LOG-2026-0088,2026-05-03,RM-001,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,4.4,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-113,MONITORING,2026-05-13
LOG-2026-0089,2026-05-04,RM-002,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,10.2,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-105,RESOLVED,2026-07-09
LOG-2026-0090,2026-05-04,BF-002,Blast Furnace,Charging skip hoist motor tripping on overcurrent,Worn skip wheel bearings increasing mechanical load beyond motor rating,Lock out skip hoist; Inspect skip wheels and track; Replace worn wheel bearings; Lubricate track; Test motor current draw under load; Return to service,9.5,"Skip wheel bearing (pair), Track lubricant cartridge, Motor contactor",ENG-108,RESOLVED,2026-06-10
LOG-2026-0091,2026-05-05,RM-002,Rolling Mill,Hydraulic gap control cylinder leaking,Seal degradation in main gap cylinder due to high-temperature exposure,Depressurise hydraulic circuit; Remove cylinder assembly; Replace primary and secondary seals; Reassemble and bleed circuit; Test gap control response; Resume production,17.5,"Hydraulic cylinder seal kit, O-ring set (Viton), Hydraulic fluid ISO VG68 (20L)",ENG-111,RESOLVED,2026-07-19
LOG-2026-0092,2026-05-07,CC-001,Continuous Caster,Tundish nozzle clogging during long sequence casting,Alumina inclusion build-up on nozzle inner wall from high-aluminium steel grade,Switch to standby tundish; Remove clogged nozzle; Clean with oxygen lancing; Replace with argon-purged nozzle; Adjust steel composition to reduce alumina formation,8.0,"Submerged entry nozzle (zirconia-graphite), Argon purge plug, Tundish lining patch",ENG-108,MONITORING,2026-05-16
LOG-2026-0093,2026-05-08,EAF-001,Electric Arc Furnace,Roof delta section refractory erosion detected,Excessive slag splashing during oxygen lancing damaging delta refractory,Delay next heat; Cool furnace to safe temperature; Gunite damaged delta section; Allow curing time; Adjust oxygen lance angle for future heats; Resume melting,22.9,"High-MgO gunning mix (500 kg), Delta refractory bricks, Furnace roof gasket",ENG-109,RESOLVED,2026-07-18
LOG-2026-0094,2026-05-09,CP-001,Compressor,Oil carry-over into compressed air system,Piston ring wear allowing excessive oil migration past compression stage,Shut down compressor; Disassemble compression stage; Measure piston ring gaps; Replace worn rings and cylinder liner; Reassemble and test oil carry-over rate,20.6,"Piston ring set (3-ring), Cylinder liner, Coalescing filter element",ENG-114,RESOLVED,2026-07-07
LOG-2026-0095,2026-05-09,RM-002,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,7.2,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-103,RESOLVED,2026-06-12
LOG-2026-0096,2026-05-09,CV-001,Conveyor System,Conveyor motor overheating — thermal protection tripping,Overloaded belt due to upstream crusher producing oversized material,Reduce crusher feed rate; Allow motor to cool; Inspect motor winding insulation; Clean motor cooling fins; Resume at controlled feed rate; Monitor motor temperature,4.0,"Motor cooling fan guard, Temperature relay (replacement), Insulation test probe",ENG-112,RESOLVED,2026-07-24
LOG-2026-0097,2026-05-10,CV-001,Conveyor System,Conveyor belt tracking off-centre by 50 mm,Misaligned return idler bracket allowing belt drift under load,Stop conveyor; Realign return idlers using belt tracking tool; Adjust take-up tension; Run empty for 15 minutes to verify tracking; Resume loaded operation,4.9,"Return idler roller (Ø127 mm), Tracking frame bracket, Belt tension gauge",ENG-102,ESCALATED,2026-05-11
LOG-2026-0098,2026-05-11,BF-001,Blast Furnace,Cooling water leak detected at furnace belly region,Corrosion-induced pinhole leak in cooling stave pipe,Reduce furnace load; Isolate leaking stave segment; Apply emergency clamp repair; Schedule permanent stave replacement during next planned outage; Monitor water loss rate,15.1,"Emergency pipe clamp, Cooling stave segment, Gasket set, Corrosion inhibitor",ENG-101,RESOLVED,2026-07-30
